answer,score,correct,cleaned_text,tokens,stemmed_tokens,lemmatized_tokens
A leaf is a node with no children,5.0,1.0,a leaf is a node with no children,"['leaf', 'node', 'children']",leaf node children,leaf node child
a node with degree 0. last node in the tree and furtherest away from the root.,4.0,1.0,a node with degree 0 last node in the tree and furtherest away from the root,"['node', 'degree', '0', 'last', 'node', 'tree', 'furtherest', 'away', 'root']",node degre 0 last node tree furtherest away root,node degree 0 last node tree furtherest away root
an endpoint on a tree that contains no pointers or pointers that are set to null,4.5,1.0,an endpoint on a tree that contains no pointers or pointers that are set to null,"['endpoint', 'tree', 'contains', 'pointers', 'pointers', 'set', 'null']",endpoint tree contain pointer pointer set null,endpoint tree contains pointer pointer set null
A leaf is a node with no children.,5.0,1.0,a leaf is a node with no children,"['leaf', 'node', 'children']",leaf node children,leaf node child
an element in a tree that has no children,5.0,1.0,an element in a tree that has no children,"['element', 'tree', 'children']",element tree children,element tree child
A node with no children.,5.0,1.0,a node with no children,"['node', 'children']",node children,node child
a leaf is a node that has no children nodes,5.0,1.0,a leaf is a node that has no children nodes,"['leaf', 'node', 'children', 'nodes']",leaf node children node,leaf node child node
a leaf is a node with no children,5.0,1.0,a leaf is a node with no children,"['leaf', 'node', 'children']",leaf node children,leaf node child
"The elements at the very bottom of an inverted treethat is, those that have no elements below themare called leaves.",5.0,1.0,the elements at the very bottom of an inverted treethat is those that have no elements below themare called leaves,"['elements', 'bottom', 'inverted', 'treethat', 'elements', 'themare', 'called', 'leaves']",element bottom invert treethat element themar call leav,element bottom inverted treethat element themare called leaf
"A tree data structure in which each done has at most two children, typical called left and right nodes. The right node is usually greater than the left node and the parent node.",4.5,1.0,a tree data structure in which each done has at most two children typical called left and right nodes the right node is usually greater than the left node and the parent node,"['tree', 'data', 'structure', 'done', 'two', 'children', 'typical', 'called', 'left', 'right', 'nodes', 'right', 'node', 'usually', 'greater', 'left', 'node', 'parent', 'node']",tree data structur done two children typic call left right node right node usual greater left node parent node,tree data structure done two child typical called left right node right node usually greater left node parent node
"A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node can have no more than two children, a right and a left child.",5.0,1.0,a binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root each node can have no more than two children a right and a left child,"['binary', 'tree', 'set', 'nodes', 'either', 'empty', 'partitioned', 'root', 'node', 'one', 'two', 'subsets', 'binary', 'subtrees', 'root', 'node', 'two', 'children', 'right', 'left', 'child']",binari tree set node either empti partit root node one two subset binari subtre root node two children right left child,binary tree set node either empty partitioned root node one two subset binary subtrees root node two child right left child
"A set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node has at most two children, the left child and the right child.",5.0,1.0,a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root each node has at most two children the left child and the right child,"['set', 'nodes', 'either', 'empty', 'partitioned', 'root', 'node', 'one', 'two', 'subsets', 'binary', 'subtrees', 'root', 'node', 'two', 'children', 'left', 'child', 'right', 'child']",set node either empti partit root node one two subset binari subtre root node two children left child right child,set node either empty partitioned root node one two subset binary subtrees root node two child left child right child
"A set of zero or more nodes, partitioned into a root node and two possibly empty sets that are binary trees. Thus, each node in a binary tree has at most two children, the left child and the right child.",5.0,1.0,a set of zero or more nodes partitioned into a root node and two possibly empty sets that are binary trees thus each node in a binary tree has at most two children the left child and the right child,"['set', 'zero', 'nodes', 'partitioned', 'root', 'node', 'two', 'possibly', 'empty', 'sets', 'binary', 'trees', 'thus', 'node', 'binary', 'tree', 'two', 'children', 'left', 'child', 'right', 'child']",set zero node partit root node two possibl empti set binari tree thu node binari tree two children left child right child,set zero node partitioned root node two possibly empty set binary tree thus node binary tree two child left child right child
A tree in which each parent has a maximum of 2 children.,5.0,1.0,a tree in which each parent has a maximum of 2 children,"['tree', 'parent', 'maximum', '2', 'children']",tree parent maximum 2 children,tree parent maximum 2 child
a tree where each node has at most 2 children.,5.0,1.0,a tree where each node has at most 2 children,"['tree', 'node', '2', 'children']",tree node 2 children,tree node 2 child
a tree with up to two children or a right subtree and a left subtree,5.0,1.0,a tree with up to two children or a right subtree and a left subtree,"['tree', 'two', 'children', 'right', 'subtree', 'left', 'subtree']",tree two children right subtre left subtre,tree two child right subtree left subtree
"A binary tree is a tree in which all nodes have a maximum of two degrees, or can only have two children each.",5.0,1.0,a binary tree is a tree in which all nodes have a maximum of two degrees or can only have two children each,"['binary', 'tree', 'tree', 'nodes', 'maximum', 'two', 'degrees', 'two', 'children']",binari tree tree node maximum two degre two children,binary tree tree node maximum two degree two child
a binary tree is a tree data structure in which each node has at most two children.,5.0,1.0,a binary tree is a tree data structure in which each node has at most two children,"['binary', 'tree', 'tree', 'data', 'structure', 'node', 'two', 'children']",binari tree tree data structur node two children,binary tree tree data structure node two child
"a tree with only 2 joints, left and right",4.5,1.0,a tree with only 2 joints left and right,"['tree', '2', 'joints', 'left', 'right']",tree 2 joint left right,tree 2 joint left right
A binary search tree is a tree that also has the condition that each node may have at maximum 2 children,4.5,1.0,a binary search tree is a tree that also has the condition that each node may have at maximum 2 children,"['binary', 'search', 'tree', 'tree', 'also', 'condition', 'node', 'may', 'maximum', '2', 'children']",binari search tree tree also condit node may maximum 2 children,binary search tree tree also condition node may maximum 2 child
a tree where each parent can have at max two children.,5.0,1.0,a tree where each parent can have at max two children,"['tree', 'parent', 'max', 'two', 'children']",tree parent max two children,tree parent max two child
a list of numbers that are ordered compared to how they compare to the other numbers already added in the tree,2.0,0.0,a list of numbers that are ordered compared to how they compare to the other numbers already added in the tree,"['list', 'numbers', 'ordered', 'compared', 'compare', 'numbers', 'already', 'added', 'tree']",list number order compar compar number alreadi ad tree,list number ordered compared compare number already added tree
a tree where each node can have at most 2 children.,5.0,1.0,a tree where each node can have at most 2 children,"['tree', 'node', '2', 'children']",tree node 2 children,tree node 2 child
"Starting at the root node, it branches off into one or two subsets that are binary subtrees of the root. Each node has at most two children, the left child and the right child.",5.0,1.0,starting at the root node it branches off into one or two subsets that are binary subtrees of the root each node has at most two children the left child and the right child,"['starting', 'root', 'node', 'branches', 'one', 'two', 'subsets', 'binary', 'subtrees', 'root', 'node', 'two', 'children', 'left', 'child', 'right', 'child']",start root node branch one two subset binari subtre root node two children left child right child,starting root node branch one two subset binary subtrees root node two child left child right child
"A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node has at most two children, the left child and the right child.",5.0,1.0,a binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root each node has at most two children the left child and the right child,"['binary', 'tree', 'set', 'nodes', 'either', 'empty', 'partitioned', 'root', 'node', 'one', 'two', 'subsets', 'binary', 'subtrees', 'root', 'node', 'two', 'children', 'left', 'child', 'right', 'child']",binari tree set node either empti partit root node one two subset binari subtre root node two children left child right child,binary tree set node either empty partitioned root node one two subset binary subtrees root node two child left child right child
a tree that has a maximum of 2 children per node,5.0,1.0,a tree that has a maximum of 2 children per node,"['tree', 'maximum', '2', 'children', 'per', 'node']",tree maximum 2 children per node,tree maximum 2 child per node
a tree with elements that can contain at most two pointers,5.0,1.0,a tree with elements that can contain at most two pointers,"['tree', 'elements', 'contain', 'two', 'pointers']",tree element contain two pointer,tree element contain two pointer
A binary tree can have only two children for each node.,5.0,1.0,a binary tree can have only two children for each node,"['binary', 'tree', 'two', 'children', 'node']",binari tree two children node,binary tree two child node
a tree where every parent has only two children,4.5,1.0,a tree where every parent has only two children,"['tree', 'every', 'parent', 'two', 'children']",tree everi parent two children,tree every parent two child
A tree where every node has no more than two children,5.0,1.0,a tree where every node has no more than two children,"['tree', 'every', 'node', 'two', 'children']",tree everi node two children,tree every node two child
"a binary tree is a special search tree where each node has either 2, 1, or 0 children",4.5,1.0,a binary tree is a special search tree where each node has either 2 1 or 0 children,"['binary', 'tree', 'special', 'search', 'tree', 'node', 'either', '2', '1', '0', 'children']",binari tree special search tree node either 2 1 0 children,binary tree special search tree node either 2 1 0 child
a binary tree is a special type of tree where each node can only have at maximum 2 children,5.0,1.0,a binary tree is a special type of tree where each node can only have at maximum 2 children,"['binary', 'tree', 'special', 'type', 'tree', 'node', 'maximum', '2', 'children']",binari tree special type tree node maximum 2 children,binary tree special type tree node maximum 2 child
A binary tree is a special type of inverted tree in which each element has only two branches below it.,4.5,1.0,a binary tree is a special type of inverted tree in which each element has only two branches below it,"['binary', 'tree', 'special', 'type', 'inverted', 'tree', 'element', 'two', 'branches']",binari tree special type invert tree element two branch,binary tree special type inverted tree element two branch
"A tree data structure where each node has a value, where the total order is defined on these values. the left subtree contains only values less than the parent node, and vice versa for the right subtree.",5.0,1.0,a tree data structure where each node has a value where the total order is defined on these values the left subtree contains only values less than the parent node and vice versa for the right subtree,"['tree', 'data', 'structure', 'node', 'value', 'total', 'order', 'defined', 'values', 'left', 'subtree', 'contains', 'values', 'less', 'parent', 'node', 'vice', 'versa', 'right', 'subtree']",tree data structur node valu total order defin valu left subtre contain valu less parent node vice versa right subtre,tree data structure node value total order defined value left subtree contains value le parent node vice versa right subtree
A binary search tree is a binary tree where the value in any node n 'is greater than the value in every node in n 's left subtree but less than every node in n s right subtree.,5.0,1.0,a binary search tree is a binary tree where the value in any node n is greater than the value in every node in n s left subtree but less than every node in n s right subtree,"['binary', 'search', 'tree', 'binary', 'tree', 'value', 'node', 'n', 'greater', 'value', 'every', 'node', 'n', 'left', 'subtree', 'less', 'every', 'node', 'n', 'right', 'subtree']",binari search tree binari tree valu node n greater valu everi node n left subtre less everi node n right subtre,binary search tree binary tree value node n greater value every node n left subtree le every node n right subtree
"A binary tree where the value in any node n is greater than the value in every node in n 's left subtree, but less than the value of every node in n 's right subtree.",5.0,1.0,a binary tree where the value in any node n is greater than the value in every node in n s left subtree but less than the value of every node in n s right subtree,"['binary', 'tree', 'value', 'node', 'n', 'greater', 'value', 'every', 'node', 'n', 'left', 'subtree', 'less', 'value', 'every', 'node', 'n', 'right', 'subtree']",binari tree valu node n greater valu everi node n left subtre less valu everi node n right subtre,binary tree value node n greater value every node n left subtree le value every node n right subtree
"A binary tree where the search key in any node n is greater than the search key in any node in n 's left subtree, but less than the search key in any node in n 's right subtree.",5.0,1.0,a binary tree where the search key in any node n is greater than the search key in any node in n s left subtree but less than the search key in any node in n s right subtree,"['binary', 'tree', 'search', 'key', 'node', 'n', 'greater', 'search', 'key', 'node', 'n', 'left', 'subtree', 'less', 'search', 'key', 'node', 'n', 'right', 'subtree']",binari tree search key node n greater search key node n left subtre less search key node n right subtre,binary tree search key node n greater search key node n left subtree le search key node n right subtree
"A tree which is split based on values. This makes it very easy to search. One can compare the desired value to the root, and if the root is greater than, we search the left side of the tree, if it is less than, we search the right side ... and do the same thing recursively.",5.0,1.0,a tree which is split based on values this makes it very easy to search one can compare the desired value to the root and if the root is greater than we search the left side of the tree if it is less than we search the right side and do the same thing recursively,"['tree', 'split', 'based', 'values', 'makes', 'easy', 'search', 'one', 'compare', 'desired', 'value', 'root', 'root', 'greater', 'search', 'left', 'side', 'tree', 'less', 'search', 'right', 'side', 'thing', 'recursively']",tree split base valu make easi search one compar desir valu root root greater search left side tree less search right side thing recurs,tree split based value make easy search one compare desired value root root greater search left side tree le search right side thing recursively
a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.,4.5,1.0,a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root,"['tree', 'node', 'two', 'nodes', 'node', 'left', 'less', 'root', 'node', 'right', 'greater', 'root']",tree node two node node left less root node right greater root,tree node two node node left le root node right greater root
a special binary tree that has a rule that all the subtrees on the right are smaller than the node value and all the subtrees on the left are larger than the node value,4.0,1.0,a special binary tree that has a rule that all the subtrees on the right are smaller than the node value and all the subtrees on the left are larger than the node value,"['special', 'binary', 'tree', 'rule', 'subtrees', 'right', 'smaller', 'node', 'value', 'subtrees', 'left', 'larger', 'node', 'value']",special binari tree rule subtre right smaller node valu subtre left larger node valu,special binary tree rule subtrees right smaller node value subtrees left larger node value
"Binary search trees are similar to binary trees, but have been implemented to organize data in a specific way for later searching.",3.5,0.0,binary search trees are similar to binary trees but have been implemented to organize data in a specific way for later searching,"['binary', 'search', 'trees', 'similar', 'binary', 'trees', 'implemented', 'organize', 'data', 'specific', 'way', 'later', 'searching']",binari search tree similar binari tree implement organ data specif way later search,binary search tree similar binary tree implemented organize data specific way later searching
"it is a binary tree where each node has a value, a total order is defined on these values, the left subtree of a node contains only values less than the node 's value, and the right subtree of a node contains only values greater than or equal to the node 's value.",5.0,1.0,it is a binary tree where each node has a value a total order is defined on these values the left subtree of a node contains only values less than the node s value and the right subtree of a node contains only values greater than or equal to the node s value,"['binary', 'tree', 'node', 'value', 'total', 'order', 'defined', 'values', 'left', 'subtree', 'node', 'contains', 'values', 'less', 'node', 'value', 'right', 'subtree', 'node', 'contains', 'values', 'greater', 'equal', 'node', 'value']",binari tree node valu total order defin valu left subtre node contain valu less node valu right subtre node contain valu greater equal node valu,binary tree node value total order defined value left subtree node contains value le node value right subtree node contains value greater equal node value
A binary tree with the data organized in a specific arangment,2.5,0.0,a binary tree with the data organized in a specific arangment,"['binary', 'tree', 'data', 'organized', 'specific', 'arangment']",binari tree data organ specif arang,binary tree data organized specific arangment
"A binary search tree is a tree that also has the condition that each node may have at maximum 2 children and where the input data is compared to the data in the tree starting with the root. If the value is smaller than the root it traverses left, if it is larger it traverses right until it becomes a leaf.",4.5,1.0,a binary search tree is a tree that also has the condition that each node may have at maximum 2 children and where the input data is compared to the data in the tree starting with the root if the value is smaller than the root it traverses left if it is larger it traverses right until it becomes a leaf,"['binary', 'search', 'tree', 'tree', 'also', 'condition', 'node', 'may', 'maximum', '2', 'children', 'input', 'data', 'compared', 'data', 'tree', 'starting', 'root', 'value', 'smaller', 'root', 'traverses', 'left', 'larger', 'traverses', 'right', 'becomes', 'leaf']",binari search tree tree also condit node may maximum 2 children input data compar data tree start root valu smaller root travers left larger travers right becom leaf,binary search tree tree also condition node may maximum 2 child input data compared data tree starting root value smaller root traverse left larger traverse right becomes leaf
a binary tree in which the data is in order from left to right.,4.0,1.0,a binary tree in which the data is in order from left to right,"['binary', 'tree', 'data', 'order', 'left', 'right']",binari tree data order left right,binary tree data order left right
a tree that is set up so that it can be easily searched for numbers based on the location compared to the previous nodes.,3.5,0.0,a tree that is set up so that it can be easily searched for numbers based on the location compared to the previous nodes,"['tree', 'set', 'easily', 'searched', 'numbers', 'based', 'location', 'compared', 'previous', 'nodes']",tree set easili search number base locat compar previou node,tree set easily searched number based location compared previous node
"a binary tree where the children are ordered such that the right side is greater than the current node, and the left is less than or equal the current node.",5.0,1.0,a binary tree where the children are ordered such that the right side is greater than the current node and the left is less than or equal the current node,"['binary', 'tree', 'children', 'ordered', 'right', 'side', 'greater', 'current', 'node', 'left', 'less', 'equal', 'current', 'node']",binari tree children order right side greater current node left less equal current node,binary tree child ordered right side greater current node left le equal current node
"A binary tree where the value in any node n is greater than the value in every node n 's left subtree, but less than every value in n 's right subtree.",5.0,1.0,a binary tree where the value in any node n is greater than the value in every node n s left subtree but less than every value in n s right subtree,"['binary', 'tree', 'value', 'node', 'n', 'greater', 'value', 'every', 'node', 'n', 'left', 'subtree', 'less', 'every', 'value', 'n', 'right', 'subtree']",binari tree valu node n greater valu everi node n left subtre less everi valu n right subtre,binary tree value node n greater value every node n left subtree le every value n right subtree
A binary search tree is a finite set of nodes that is either empty or consits of a root and two disjoint binary trees call the left and right subtrees.,2.5,0.0,a binary search tree is a finite set of nodes that is either empty or consits of a root and two disjoint binary trees call the left and right subtrees,"['binary', 'search', 'tree', 'finite', 'set', 'nodes', 'either', 'empty', 'consits', 'root', 'two', 'disjoint', 'binary', 'trees', 'call', 'left', 'right', 'subtrees']",binari search tree finit set node either empti consit root two disjoint binari tree call left right subtre,binary search tree finite set node either empty consits root two disjoint binary tree call left right subtrees
it is similar to a binary tree. The keys in a nonempty left subtreeright subtreeare smallerlargerthan the key in the root of subtree. the values in all nodes in the left subtree of a node are less than the node value the values in all nodes in the right subtree of a node are greater than the node values,5.0,1.0,it is similar to a binary tree the keys in a nonempty left subtreeright subtreeare smallerlargerthan the key in the root of subtree the values in all nodes in the left subtree of a node are less than the node value the values in all nodes in the right subtree of a node are greater than the node values,"['similar', 'binary', 'tree', 'keys', 'nonempty', 'left', 'subtreeright', 'subtreeare', 'smallerlargerthan', 'key', 'root', 'subtree', 'values', 'nodes', 'left', 'subtree', 'node', 'less', 'node', 'value', 'values', 'nodes', 'right', 'subtree', 'node', 'greater', 'node', 'values']",similar binari tree key nonempti left subtreeright subtreear smallerlargerthan key root subtre valu node left subtre node less node valu valu node right subtre node greater node valu,similar binary tree key nonempty left subtreeright subtreeare smallerlargerthan key root subtree value node left subtree node le node value value node right subtree node greater node value
"a set of numbers arranged by links. each node can contain two pointers to other elements. each node to the left of the parent is smaller and each node to the right is larger. recursive implementation implies that if traversed in order, the output would be sorted",4.5,1.0,a set of numbers arranged by links each node can contain two pointers to other elements each node to the left of the parent is smaller and each node to the right is larger recursive implementation implies that if traversed in order the output would be sorted,"['set', 'numbers', 'arranged', 'links', 'node', 'contain', 'two', 'pointers', 'elements', 'node', 'left', 'parent', 'smaller', 'node', 'right', 'larger', 'recursive', 'implementation', 'implies', 'traversed', 'order', 'output', 'would', 'sorted']",set number arrang link node contain two pointer element node left parent smaller node right larger recurs implement impli travers order output would sort,set number arranged link node contain two pointer element node left parent smaller node right larger recursive implementation implies traversed order output would sorted
"A binary search tree is a special binary tree arranged such that every left child node contains a value less than its parent, and every right child node contains a value greater its parent.",5.0,1.0,a binary search tree is a special binary tree arranged such that every left child node contains a value less than its parent and every right child node contains a value greater its parent,"['binary', 'search', 'tree', 'special', 'binary', 'tree', 'arranged', 'every', 'left', 'child', 'node', 'contains', 'value', 'less', 'parent', 'every', 'right', 'child', 'node', 'contains', 'value', 'greater', 'parent']",binari search tree special binari tree arrang everi left child node contain valu less parent everi right child node contain valu greater parent,binary search tree special binary tree arranged every left child node contains value le parent every right child node contains value greater parent
"a binary tree with a special organization of data. where the left child of the element is less than it, and the right child is larger than it.",5.0,1.0,a binary tree with a special organization of data where the left child of the element is less than it and the right child is larger than it,"['binary', 'tree', 'special', 'organization', 'data', 'left', 'child', 'element', 'less', 'right', 'child', 'larger']",binari tree special organ data left child element less right child larger,binary tree special organization data left child element le right child larger
A tree in which the smaller values are located on the left of a parent node and the larger values are located on the right of the parent node.,5.0,1.0,a tree in which the smaller values are located on the left of a parent node and the larger values are located on the right of the parent node,"['tree', 'smaller', 'values', 'located', 'left', 'parent', 'node', 'larger', 'values', 'located', 'right', 'parent', 'node']",tree smaller valu locat left parent node larger valu locat right parent node,tree smaller value located left parent node larger value located right parent node
"a binary search tree is a special tree in which each node has at most two children, labeled left child and right child",2.5,0.0,a binary search tree is a special tree in which each node has at most two children labeled left child and right child,"['binary', 'search', 'tree', 'special', 'tree', 'node', 'two', 'children', 'labeled', 'left', 'child', 'right', 'child']",binari search tree special tree node two children label left child right child,binary search tree special tree node two child labeled left child right child
"it is a binary tree where each node has a unique key, the left child of a node has only values less than that node, and the right child of each node has higher values than that node.",5.0,1.0,it is a binary tree where each node has a unique key the left child of a node has only values less than that node and the right child of each node has higher values than that node,"['binary', 'tree', 'node', 'unique', 'key', 'left', 'child', 'node', 'values', 'less', 'node', 'right', 'child', 'node', 'higher', 'values', 'node']",binari tree node uniqu key left child node valu less node right child node higher valu node,binary tree node unique key left child node value le node right child node higher value node
"Binary search trees are a fundamental data structure used to construct more abstract data structures such as sets, multisets, and associative arrays.",2.5,0.0,binary search trees are a fundamental data structure used to construct more abstract data structures such as sets multisets and associative arrays,"['binary', 'search', 'trees', 'fundamental', 'data', 'structure', 'used', 'construct', 'abstract', 'data', 'structures', 'sets', 'multisets', 'associative', 'arrays']",binari search tree fundament data structur use construct abstract data structur set multiset associ array,binary search tree fundamental data structure used construct abstract data structure set multisets associative array
"For every node in the binary tree we first visit its left sub-treeif its thereand then visit the parent node itself, and then the right sub-treeif its there.",5.0,1.0,for every node in the binary tree we first visit its left sub-treeif its thereand then visit the parent node itself and then the right sub-treeif its there,"['every', 'node', 'binary', 'tree', 'first', 'visit', 'left', 'sub-treeif', 'thereand', 'visit', 'parent', 'node', 'right', 'sub-treeif']",everi node binari tree first visit left sub-treeif thereand visit parent node right sub-treeif,every node binary tree first visit left sub-treeif thereand visit parent node right sub-treeif
The inorder traversal of a binary tree visits the node of a binary tree in order according to their data values.,2.5,0.0,the inorder traversal of a binary tree visits the node of a binary tree in order according to their data values,"['inorder', 'traversal', 'binary', 'tree', 'visits', 'node', 'binary', 'tree', 'order', 'according', 'data', 'values']",inord travers binari tree visit node binari tree order accord data valu,inorder traversal binary tree visit node binary tree order according data value
Traverses the binary tree in inorder. It lets you visit the nodes in order according to their data values.,3.0,0.0,traverses the binary tree in inorder it lets you visit the nodes in order according to their data values,"['traverses', 'binary', 'tree', 'inorder', 'lets', 'visit', 'nodes', 'order', 'according', 'data', 'values']",travers binari tree inord let visit node order accord data valu,traverse binary tree inorder let visit node order according data value
Its used to visit nodes of a binary search tree in a search key order.,3.5,0.0,its used to visit nodes of a binary search tree in a search key order,"['used', 'visit', 'nodes', 'binary', 'search', 'tree', 'search', 'key', 'order']",use visit node binari search tree search key order,used visit node binary search tree search key order
Left side of treeRootRight side of tree,5.0,1.0,left side of treerootright side of tree,"['left', 'side', 'treerootright', 'side', 'tree']",left side treerootright side tree,left side treerootright side tree
printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.,5.0,1.0,printing a tree in order from least to greatest this done by going as far left down the tree as possible and printing the parent and then right tree then move up the tree,"['printing', 'tree', 'order', 'least', 'greatest', 'done', 'going', 'far', 'left', 'tree', 'possible', 'printing', 'parent', 'right', 'tree', 'move', 'tree']",print tree order least greatest done go far left tree possibl print parent right tree move tree,printing tree order least greatest done going far left tree possible printing parent right tree move tree
"The in order is to go from left, root, right",5.0,1.0,the in order is to go from left root right,"['order', 'go', 'left', 'root', 'right']",order go left root right,order go left root right
"Inorder traversal of a binary tree will retrieve start at the furthest left hand leaf and checks it, it s parent, and it s right side sibling, then it goes up a level and repeats until it gets to the root.",4.5,1.0,inorder traversal of a binary tree will retrieve start at the furthest left hand leaf and checks it it s parent and it s right side sibling then it goes up a level and repeats until it gets to the root,"['inorder', 'traversal', 'binary', 'tree', 'retrieve', 'start', 'furthest', 'left', 'hand', 'leaf', 'checks', 'parent', 'right', 'side', 'sibling', 'goes', 'level', 'repeats', 'gets', 'root']",inord travers binari tree retriev start furthest left hand leaf check parent right side sibl goe level repeat get root,inorder traversal binary tree retrieve start furthest left hand leaf check parent right side sibling go level repeat get root
traverse the left subtree. visit the root. traverse the right subtree.,5.0,1.0,traverse the left subtree visit the root traverse the right subtree,"['traverse', 'left', 'subtree', 'visit', 'root', 'traverse', 'right', 'subtree']",travers left subtre visit root travers right subtre,traverse left subtree visit root traverse right subtree
postorder,1.5,0.0,postorder,['postorder'],postord,postorder
in order starts with the root then does right child then left child recursively,1.5,0.0,in order starts with the root then does right child then left child recursively,"['order', 'starts', 'root', 'right', 'child', 'left', 'child', 'recursively']",order start root right child left child recurs,order start root right child left child recursively
Left Child implies Parent implies Right Child,5.0,1.0,left child implies parent implies right child,"['left', 'child', 'implies', 'parent', 'implies', 'right', 'child']",left child impli parent impli right child,left child implies parent implies right child
it goes from lowest to highest inside of the tree,2.0,0.0,it goes from lowest to highest inside of the tree,"['goes', 'lowest', 'highest', 'inside', 'tree']",goe lowest highest insid tree,go lowest highest inside tree
"starting by displaying the node furthest to the right, then the node, then the node on the right, in recursive order.",4.0,1.0,starting by displaying the node furthest to the right then the node then the node on the right in recursive order,"['starting', 'displaying', 'node', 'furthest', 'right', 'node', 'node', 'right', 'recursive', 'order']",start display node furthest right node node right recurs order,starting displaying node furthest right node node right recursive order
It travels left to right,3.5,0.0,it travels left to right,"['travels', 'left', 'right']",travel left right,travel left right
void inorderptNode ptrifptrinorderptr implies left; coutdata; inorderptr implies right;,5.0,1.0,void inorderptnode ptrifptrinorderptr implies left coutdata inorderptr implies right,"['void', 'inorderptnode', 'ptrifptrinorderptr', 'implies', 'left', 'coutdata', 'inorderptr', 'implies', 'right']",void inorderptnod ptrifptrinorderptr impli left coutdata inorderptr impli right,void inorderptnode ptrifptrinorderptr implies left coutdata inorderptr implies right
"the root is in the middle. The left subtree is traversed first, then the root, and finally the right subtree.",5.0,1.0,the root is in the middle the left subtree is traversed first then the root and finally the right subtree,"['root', 'middle', 'left', 'subtree', 'traversed', 'first', 'root', 'finally', 'right', 'subtree']",root middl left subtre travers first root final right subtre,root middle left subtree traversed first root finally right subtree
"a traversal that visits the left branch first, then the parent node, then the right branch, recursively.",5.0,1.0,a traversal that visits the left branch first then the parent node then the right branch recursively,"['traversal', 'visits', 'left', 'branch', 'first', 'parent', 'node', 'right', 'branch', 'recursively']",travers visit left branch first parent node right branch recurs,traversal visit left branch first parent node right branch recursively
"Inorder traversal visits the left branch of a nodeall the way to it is deepest left-most leafbefore visiting the node itself. After visiting the entire left branch and the node, it visits the node 's right branch following the same pattern of left child, node, right child.",5.0,1.0,inorder traversal visits the left branch of a nodeall the way to it is deepest left-most leafbefore visiting the node itself after visiting the entire left branch and the node it visits the node s right branch following the same pattern of left child node right child,"['inorder', 'traversal', 'visits', 'left', 'branch', 'nodeall', 'way', 'deepest', 'left-most', 'leafbefore', 'visiting', 'node', 'visiting', 'entire', 'left', 'branch', 'node', 'visits', 'node', 'right', 'branch', 'following', 'pattern', 'left', 'child', 'node', 'right', 'child']",inord travers visit left branch nodeal way deepest left-most leafbefor visit node visit entir left branch node visit node right branch follow pattern left child node right child,inorder traversal visit left branch nodeall way deepest left-most leafbefore visiting node visiting entire left branch node visit node right branch following pattern left child node right child
left middle right,5.0,1.0,left middle right,"['left', 'middle', 'right']",left middl right,left middle right
"You traverse all the nodes to the left, then visit the root, then traverse all the nodes on the right.",5.0,1.0,you traverse all the nodes to the left then visit the root then traverse all the nodes on the right,"['traverse', 'nodes', 'left', 'visit', 'root', 'traverse', 'nodes', 'right']",travers node left visit root travers node right,traverse node left visit root traverse node right
"you would go to the furthest down left most node, then to the root then to the rightif left and right existthen you would return one node previous and do the same until you reached the root, then go to the furthest down left most node on the right side of the root and continue this process",5.0,1.0,you would go to the furthest down left most node then to the root then to the rightif left and right existthen you would return one node previous and do the same until you reached the root then go to the furthest down left most node on the right side of the root and continue this process,"['would', 'go', 'furthest', 'left', 'node', 'root', 'rightif', 'left', 'right', 'existthen', 'would', 'return', 'one', 'node', 'previous', 'reached', 'root', 'go', 'furthest', 'left', 'node', 'right', 'side', 'root', 'continue', 'process']",would go furthest left node root rightif left right existthen would return one node previou reach root go furthest left node right side root continu process,would go furthest left node root rightif left right existthen would return one node previous reached root go furthest left node right side root continue process
"it means that you traverse one subtree of a node, then look at the node itself before traversing the other subtree of the node",4.0,1.0,it means that you traverse one subtree of a node then look at the node itself before traversing the other subtree of the node,"['means', 'traverse', 'one', 'subtree', 'node', 'look', 'node', 'traversing', 'subtree', 'node']",mean travers one subtre node look node travers subtre node,mean traverse one subtree node look node traversing subtree node
